,date,state,city,newCases
1036,2020-04-18,PB,TOTAL,31
1064,2020-04-19,PB,TOTAL,9
1092,2020-04-20,PB,TOTAL,18
1120,2020-04-21,PB,TOTAL,38
1148,2020-04-22,PB,TOTAL,44
1176,2020-04-23,PB,TOTAL,41
1204,2020-04-24,PB,TOTAL,61
1232,2020-04-25,PB,TOTAL,52
1260,2020-04-26,PB,TOTAL,44
1288,2020-04-27,PB,TOTAL,90
1316,2020-04-28,PB,TOTAL,65
1344,2020-04-29,PB,TOTAL,116
1372,2020-04-30,PB,TOTAL,112
1400,2020-05-01,PB,TOTAL,108
1428,2020-05-02,PB,TOTAL,135
1456,2020-05-03,PB,TOTAL,50
1484,2020-05-04,PB,TOTAL,142
1512,2020-05-05,PB,TOTAL,132
1540,2020-05-06,PB,TOTAL,164
1568,2020-05-07,PB,TOTAL,192
1596,2020-05-08,PB,TOTAL,182
1624,2020-05-09,PB,TOTAL,125
1652,2020-05-10,PB,TOTAL,185
1680,2020-05-11,PB,TOTAL,184
1708,2020-05-12,PB,TOTAL,252
1736,2020-05-13,PB,TOTAL,268
1764,2020-05-14,PB,TOTAL,316
1792,2020-05-15,PB,TOTAL,378
1820,2020-05-16,PB,TOTAL,324
1848,2020-05-17,PB,TOTAL,284
1876,2020-05-18,PB,TOTAL,439
1904,2020-05-19,PB,TOTAL,514
1932,2020-05-20,PB,TOTAL,538
1960,2020-05-21,PB,TOTAL,400
1988,2020-05-22,PB,TOTAL,644
2016,2020-05-23,PB,TOTAL,626
2044,2020-05-24,PB,TOTAL,315
2072,2020-05-25,PB,TOTAL,193
2100,2020-05-26,PB,TOTAL,903
2128,2020-05-27,PB,TOTAL,1290
2156,2020-05-28,PB,TOTAL,923
2184,2020-05-29,PB,TOTAL,879
2212,2020-05-30,PB,TOTAL,851
2240,2020-05-31,PB,TOTAL,300
2268,2020-06-01,PB,TOTAL,533
2296,2020-06-02,PB,TOTAL,1164
2324,2020-06-03,PB,TOTAL,1159
2352,2020-06-04,PB,TOTAL,1561
2380,2020-06-05,PB,TOTAL,1000
2408,2020-06-06,PB,TOTAL,1208
2436,2020-06-07,PB,TOTAL,523
2464,2020-06-08,PB,TOTAL,641
2492,2020-06-09,PB,TOTAL,1501
2520,2020-06-10,PB,TOTAL,1580
2548,2020-06-11,PB,TOTAL,1338
2576,2020-06-12,PB,TOTAL,1186
2604,2020-06-13,PB,TOTAL,898
2632,2020-06-14,PB,TOTAL,559
2660,2020-06-15,PB,TOTAL,655
2688,2020-06-16,PB,TOTAL,1460
2716,2020-06-17,PB,TOTAL,1584
2744,2020-06-18,PB,TOTAL,1670
2772,2020-06-19,PB,TOTAL,1716
2800,2020-06-20,PB,TOTAL,1428
2828,2020-06-21,PB,TOTAL,263
2856,2020-06-22,PB,TOTAL,469
2884,2020-06-23,PB,TOTAL,1746
2912,2020-06-24,PB,TOTAL,913
2940,2020-06-25,PB,TOTAL,912
2968,2020-06-26,PB,TOTAL,2008
2996,2020-06-27,PB,TOTAL,1410
3024,2020-06-28,PB,TOTAL,437
3052,2020-06-29,PB,TOTAL,378
3080,2020-06-30,PB,TOTAL,1900
3108,2020-07-01,PB,TOTAL,1218
3136,2020-07-02,PB,TOTAL,1361
3164,2020-07-03,PB,TOTAL,1229
3192,2020-07-04,PB,TOTAL,1541
3220,2020-07-05,PB,TOTAL,422
3248,2020-07-06,PB,TOTAL,418
3276,2020-07-07,PB,TOTAL,1656
3304,2020-07-08,PB,TOTAL,1542
3332,2020-07-09,PB,TOTAL,1270
3360,2020-07-10,PB,TOTAL,1504
3388,2020-07-11,PB,TOTAL,1303
3416,2020-07-12,PB,TOTAL,363
3444,2020-07-13,PB,TOTAL,324
3472,2020-07-14,PB,TOTAL,1354
3500,2020-07-15,PB,TOTAL,1477
3528,2020-07-16,PB,TOTAL,1484
3556,2020-07-17,PB,TOTAL,924
3584,2020-07-18,PB,TOTAL,624
3612,2020-07-19,PB,TOTAL,411
3640,2020-07-20,PB,TOTAL,298
186,2020-03-18,TO,TOTAL,1
209,2020-03-19,TO,TOTAL,0
236,2020-03-20,TO,TOTAL,0
264,2020-03-21,TO,TOTAL,1
292,2020-03-22,TO,TOTAL,3
320,2020-03-23,TO,TOTAL,2
348,2020-03-24,TO,TOTAL,0
376,2020-03-25,TO,TOTAL,0
404,2020-03-26,TO,TOTAL,1
432,2020-03-27,TO,TOTAL,1
460,2020-03-28,TO,TOTAL,0
488,2020-03-29,TO,TOTAL,1
516,2020-03-30,TO,TOTAL,1
544,2020-03-31,TO,TOTAL,1
572,2020-04-01,TO,TOTAL,0
600,2020-04-02,TO,TOTAL,0
628,2020-04-03,TO,TOTAL,1
656,2020-04-04,TO,TOTAL,3
684,2020-04-05,TO,TOTAL,1
712,2020-04-06,TO,TOTAL,2
740,2020-04-07,TO,TOTAL,0
768,2020-04-08,TO,TOTAL,4
796,2020-04-09,TO,TOTAL,0
824,2020-04-10,TO,TOTAL,0
852,2020-04-11,TO,TOTAL,2
880,2020-04-12,TO,TOTAL,1
908,2020-04-13,TO,TOTAL,0
936,2020-04-14,TO,TOTAL,1
964,2020-04-15,TO,TOTAL,2
992,2020-04-16,TO,TOTAL,2
1020,2020-04-17,TO,TOTAL,1
1048,2020-04-18,TO,TOTAL,1
1076,2020-04-19,TO,TOTAL,1
1104,2020-04-20,TO,TOTAL,1
1132,2020-04-21,TO,TOTAL,2
1160,2020-04-22,TO,TOTAL,0
1188,2020-04-23,TO,TOTAL,6
1216,2020-04-24,TO,TOTAL,7
1244,2020-04-25,TO,TOTAL,8
1272,2020-04-26,TO,TOTAL,9
1300,2020-04-27,TO,TOTAL,12
1328,2020-04-28,TO,TOTAL,37
1356,2020-04-29,TO,TOTAL,21
1384,2020-04-30,TO,TOTAL,27
1412,2020-05-01,TO,TOTAL,27
1440,2020-05-02,TO,TOTAL,55
1468,2020-05-03,TO,TOTAL,21
1496,2020-05-04,TO,TOTAL,36
1524,2020-05-05,TO,TOTAL,48
1552,2020-05-06,TO,TOTAL,72
1580,2020-05-07,TO,TOTAL,71
1608,2020-05-08,TO,TOTAL,79
1636,2020-05-09,TO,TOTAL,115
1664,2020-05-10,TO,TOTAL,59
1692,2020-05-11,TO,TOTAL,81
1720,2020-05-12,TO,TOTAL,104
1748,2020-05-13,TO,TOTAL,97
1776,2020-05-14,TO,TOTAL,150
1804,2020-05-15,TO,TOTAL,100
1832,2020-05-16,TO,TOTAL,0
1860,2020-05-17,TO,TOTAL,217
1888,2020-05-18,TO,TOTAL,150
1916,2020-05-19,TO,TOTAL,163
1944,2020-05-20,TO,TOTAL,167
1972,2020-05-21,TO,TOTAL,229
2000,2020-05-22,TO,TOTAL,225
2028,2020-05-23,TO,TOTAL,0
2056,2020-05-24,TO,TOTAL,161
2084,2020-05-25,TO,TOTAL,105
2112,2020-05-26,TO,TOTAL,162
2140,2020-05-27,TO,TOTAL,165
2168,2020-05-28,TO,TOTAL,254
2196,2020-05-29,TO,TOTAL,334
2224,2020-05-30,TO,TOTAL,370
2252,2020-05-31,TO,TOTAL,195
2280,2020-06-01,TO,TOTAL,169
2308,2020-06-02,TO,TOTAL,138
2336,2020-06-03,TO,TOTAL,215
2364,2020-06-04,TO,TOTAL,183
2392,2020-06-05,TO,TOTAL,624
2420,2020-06-06,TO,TOTAL,139
2448,2020-06-07,TO,TOTAL,0
2476,2020-06-08,TO,TOTAL,408
2504,2020-06-09,TO,TOTAL,205
2532,2020-06-10,TO,TOTAL,272
2560,2020-06-11,TO,TOTAL,215
2588,2020-06-12,TO,TOTAL,187
2616,2020-06-13,TO,TOTAL,41
2644,2020-06-14,TO,TOTAL,165
2672,2020-06-15,TO,TOTAL,172
2700,2020-06-16,TO,TOTAL,264
2728,2020-06-17,TO,TOTAL,201
2756,2020-06-18,TO,TOTAL,182
2784,2020-06-19,TO,TOTAL,247
2812,2020-06-20,TO,TOTAL,151
2840,2020-06-21,TO,TOTAL,123
2868,2020-06-22,TO,TOTAL,289
2896,2020-06-23,TO,TOTAL,332
2924,2020-06-24,TO,TOTAL,327
2952,2020-06-25,TO,TOTAL,256
2980,2020-06-26,TO,TOTAL,285
3008,2020-06-27,TO,TOTAL,262
3036,2020-06-28,TO,TOTAL,131
3064,2020-06-29,TO,TOTAL,405
3092,2020-06-30,TO,TOTAL,458
3120,2020-07-01,TO,TOTAL,232
3148,2020-07-02,TO,TOTAL,282
3176,2020-07-03,TO,TOTAL,546
3204,2020-07-04,TO,TOTAL,194
3232,2020-07-05,TO,TOTAL,164
3260,2020-07-06,TO,TOTAL,364
3288,2020-07-07,TO,TOTAL,436
3316,2020-07-08,TO,TOTAL,405
3344,2020-07-09,TO,TOTAL,664
3372,2020-07-10,TO,TOTAL,430
3400,2020-07-11,TO,TOTAL,193
3428,2020-07-12,TO,TOTAL,175
3456,2020-07-13,TO,TOTAL,416
3484,2020-07-14,TO,TOTAL,308
3512,2020-07-15,TO,TOTAL,641
3540,2020-07-16,TO,TOTAL,282
3568,2020-07-17,TO,TOTAL,255
3596,2020-07-18,TO,TOTAL,564
3624,2020-07-19,TO,TOTAL,125
3652,2020-07-20,TO,TOTAL,0
201,2020-03-19,PI,TOTAL,3
227,2020-03-20,PI,TOTAL,1
254,2020-03-21,PI,TOTAL,0
282,2020-03-22,PI,TOTAL,2
310,2020-03-23,PI,TOTAL,0
338,2020-03-24,PI,TOTAL,2
366,2020-03-25,PI,TOTAL,1
394,2020-03-26,PI,TOTAL,0
422,2020-03-27,PI,TOTAL,1
450,2020-03-28,PI,TOTAL,1
478,2020-03-29,PI,TOTAL,3
506,2020-03-30,PI,TOTAL,4
534,2020-03-31,PI,TOTAL,0
562,2020-04-01,PI,TOTAL,1
590,2020-04-02,PI,TOTAL,0
618,2020-04-03,PI,TOTAL,3
646,2020-04-04,PI,TOTAL,2
674,2020-04-05,PI,TOTAL,0
702,2020-04-06,PI,TOTAL,2
730,2020-04-07,PI,TOTAL,5
758,2020-04-08,PI,TOTAL,7
786,2020-04-09,PI,TOTAL,2
814,2020-04-10,PI,TOTAL,1
842,2020-04-11,PI,TOTAL,3
870,2020-04-12,PI,TOTAL,7
898,2020-04-13,PI,TOTAL,7
926,2020-04-14,PI,TOTAL,17
954,2020-04-15,PI,TOTAL,16
982,2020-04-16,PI,TOTAL,11
1010,2020-04-17,PI,TOTAL,21
1038,2020-04-18,PI,TOTAL,21
1066,2020-04-19,PI,TOTAL,14
1094,2020-04-20,PI,TOTAL,28
1122,2020-04-21,PI,TOTAL,20
1150,2020-04-22,PI,TOTAL,11
1178,2020-04-23,PI,TOTAL,39
1206,2020-04-24,PI,TOTAL,41
1234,2020-04-25,PI,TOTAL,34
1262,2020-04-26,PI,TOTAL,33
1290,2020-04-27,PI,TOTAL,44
1318,2020-04-28,PI,TOTAL,46
1346,2020-04-29,PI,TOTAL,59
1374,2020-04-30,PI,TOTAL,87
1402,2020-05-01,PI,TOTAL,65
1430,2020-05-02,PI,TOTAL,77
1458,2020-05-03,PI,TOTAL,42
1486,2020-05-04,PI,TOTAL,91
1514,2020-05-05,PI,TOTAL,74
1542,2020-05-06,PI,TOTAL,102
1570,2020-05-07,PI,TOTAL,80
1598,2020-05-08,PI,TOTAL,102
1626,2020-05-09,PI,TOTAL,45
1654,2020-05-10,PI,TOTAL,54
1682,2020-05-11,PI,TOTAL,111
1710,2020-05-12,PI,TOTAL,169
1738,2020-05-13,PI,TOTAL,172
1766,2020-05-14,PI,TOTAL,121
1794,2020-05-15,PI,TOTAL,180
1822,2020-05-16,PI,TOTAL,167
1850,2020-05-17,PI,TOTAL,35
1878,2020-05-18,PI,TOTAL,153
1906,2020-05-19,PI,TOTAL,197
1934,2020-05-20,PI,TOTAL,215
1962,2020-05-21,PI,TOTAL,222
1990,2020-05-22,PI,TOTAL,184
2018,2020-05-23,PI,TOTAL,132
2046,2020-05-24,PI,TOTAL,160
2074,2020-05-25,PI,TOTAL,170
2102,2020-05-26,PI,TOTAL,246
2130,2020-05-27,PI,TOTAL,277
2158,2020-05-28,PI,TOTAL,260
2186,2020-05-29,PI,TOTAL,242
2214,2020-05-30,PI,TOTAL,186
2242,2020-05-31,PI,TOTAL,188
2270,2020-06-01,PI,TOTAL,387
2298,2020-06-02,PI,TOTAL,322
2326,2020-06-03,PI,TOTAL,236
2354,2020-06-04,PI,TOTAL,653
2382,2020-06-05,PI,TOTAL,388
2410,2020-06-06,PI,TOTAL,373
2438,2020-06-07,PI,TOTAL,143
2466,2020-06-08,PI,TOTAL,306
2494,2020-06-09,PI,TOTAL,432
2522,2020-06-10,PI,TOTAL,464
2550,2020-06-11,PI,TOTAL,514
2578,2020-06-12,PI,TOTAL,488
2606,2020-06-13,PI,TOTAL,328
2634,2020-06-14,PI,TOTAL,204
2662,2020-06-15,PI,TOTAL,524
2690,2020-06-16,PI,TOTAL,678
2718,2020-06-17,PI,TOTAL,540
2746,2020-06-18,PI,TOTAL,468
2774,2020-06-19,PI,TOTAL,1246
2802,2020-06-20,PI,TOTAL,451
2830,2020-06-21,PI,TOTAL,212
2858,2020-06-22,PI,TOTAL,793
2886,2020-06-23,PI,TOTAL,958
2914,2020-06-24,PI,TOTAL,853
2942,2020-06-25,PI,TOTAL,943
2970,2020-06-26,PI,TOTAL,642
2998,2020-06-27,PI,TOTAL,493
3026,2020-06-28,PI,TOTAL,595
3054,2020-06-29,PI,TOTAL,669
3082,2020-06-30,PI,TOTAL,1637
3110,2020-07-01,PI,TOTAL,1248
3138,2020-07-02,PI,TOTAL,1069
3166,2020-07-03,PI,TOTAL,1185
3194,2020-07-04,PI,TOTAL,518
3222,2020-07-05,PI,TOTAL,432
3250,2020-07-06,PI,TOTAL,1003
3278,2020-07-07,PI,TOTAL,897
3306,2020-07-08,PI,TOTAL,1334
3334,2020-07-09,PI,TOTAL,1524
3362,2020-07-10,PI,TOTAL,1196
3390,2020-07-11,PI,TOTAL,498
3418,2020-07-12,PI,TOTAL,396
3446,2020-07-13,PI,TOTAL,797
3474,2020-07-14,PI,TOTAL,1289
3502,2020-07-15,PI,TOTAL,1097
3530,2020-07-16,PI,TOTAL,515
3558,2020-07-17,PI,TOTAL,1511
3586,2020-07-18,PI,TOTAL,728
3614,2020-07-19,PI,TOTAL,310
3642,2020-07-20,PI,TOTAL,1827
214,2020-03-20,AP,TOTAL,1
241,2020-03-21,AP,TOTAL,0
269,2020-03-22,AP,TOTAL,0
297,2020-03-23,AP,TOTAL,0
325,2020-03-24,AP,TOTAL,0
353,2020-03-25,AP,TOTAL,1
381,2020-03-26,AP,TOTAL,0
409,2020-03-27,AP,TOTAL,1
437,2020-03-28,AP,TOTAL,1
465,2020-03-29,AP,TOTAL,4
493,2020-03-30,AP,TOTAL,0
521,2020-03-31,AP,TOTAL,2
549,2020-04-01,AP,TOTAL,1
577,2020-04-02,AP,TOTAL,1
605,2020-04-03,AP,TOTAL,7
633,2020-04-04,AP,TOTAL,10
661,2020-04-05,AP,TOTAL,3
689,2020-04-06,AP,TOTAL,7
717,2020-04-07,AP,TOTAL,12
745,2020-04-08,AP,TOTAL,56
773,2020-04-09,AP,TOTAL,21
801,2020-04-10,AP,TOTAL,38
829,2020-04-11,AP,TOTAL,27
857,2020-04-12,AP,TOTAL,44
885,2020-04-13,AP,TOTAL,7
913,2020-04-14,AP,TOTAL,64
941,2020-04-15,AP,TOTAL,34
969,2020-04-16,AP,TOTAL,20
997,2020-04-17,AP,TOTAL,13
1025,2020-04-18,AP,TOTAL,25
1053,2020-04-19,AP,TOTAL,16
1081,2020-04-20,AP,TOTAL,19
1109,2020-04-21,AP,TOTAL,31
1137,2020-04-22,AP,TOTAL,26
1165,2020-04-23,AP,TOTAL,63
1193,2020-04-24,AP,TOTAL,93
1221,2020-04-25,AP,TOTAL,41
1249,2020-04-26,AP,TOTAL,132
1277,2020-04-27,AP,TOTAL,21
1305,2020-04-28,AP,TOTAL,76
1333,2020-04-29,AP,TOTAL,98
1361,2020-04-30,AP,TOTAL,64
1389,2020-05-01,AP,TOTAL,41
1417,2020-05-02,AP,TOTAL,66
1445,2020-05-03,AP,TOTAL,295
1473,2020-05-04,AP,TOTAL,251
1501,2020-05-05,AP,TOTAL,198
1529,2020-05-06,AP,TOTAL,115
1557,2020-05-07,AP,TOTAL,153
1585,2020-05-08,AP,TOTAL,123
1613,2020-05-09,AP,TOTAL,171
1641,2020-05-10,AP,TOTAL,120
1669,2020-05-11,AP,TOTAL,58
1697,2020-05-12,AP,TOTAL,239
1725,2020-05-13,AP,TOTAL,95
1753,2020-05-14,AP,TOTAL,423
1781,2020-05-15,AP,TOTAL,202
1809,2020-05-16,AP,TOTAL,204
1837,2020-05-17,AP,TOTAL,118
1865,2020-05-18,AP,TOTAL,71
1893,2020-05-19,AP,TOTAL,287
1921,2020-05-20,AP,TOTAL,239
1949,2020-05-21,AP,TOTAL,639
1977,2020-05-22,AP,TOTAL,467
2005,2020-05-23,AP,TOTAL,436
2033,2020-05-24,AP,TOTAL,262
2061,2020-05-25,AP,TOTAL,231
2089,2020-05-26,AP,TOTAL,383
2117,2020-05-27,AP,TOTAL,652
2145,2020-05-28,AP,TOTAL,533
2173,2020-05-29,AP,TOTAL,317
2201,2020-05-30,AP,TOTAL,844
2229,2020-05-31,AP,TOTAL,289
2257,2020-06-01,AP,TOTAL,288
2285,2020-06-02,AP,TOTAL,621
2313,2020-06-03,AP,TOTAL,596
2341,2020-06-04,AP,TOTAL,444
2369,2020-06-05,AP,TOTAL,776
2397,2020-06-06,AP,TOTAL,446
2425,2020-06-07,AP,TOTAL,272
2453,2020-06-08,AP,TOTAL,249
2481,2020-06-09,AP,TOTAL,477
2509,2020-06-10,AP,TOTAL,852
2537,2020-06-11,AP,TOTAL,543
2565,2020-06-12,AP,TOTAL,517
2593,2020-06-13,AP,TOTAL,639
2621,2020-06-14,AP,TOTAL,190
2649,2020-06-15,AP,TOTAL,301
2677,2020-06-16,AP,TOTAL,1211
2705,2020-06-17,AP,TOTAL,594
2733,2020-06-18,AP,TOTAL,769
2761,2020-06-19,AP,TOTAL,535
2789,2020-06-20,AP,TOTAL,1652
2817,2020-06-21,AP,TOTAL,266
2845,2020-06-22,AP,TOTAL,3022
2873,2020-06-23,AP,TOTAL,1575
2901,2020-06-24,AP,TOTAL,482
2929,2020-06-25,AP,TOTAL,496
2957,2020-06-26,AP,TOTAL,247
2985,2020-06-27,AP,TOTAL,239
3013,2020-06-28,AP,TOTAL,84
3041,2020-06-29,AP,TOTAL,268
3069,2020-06-30,AP,TOTAL,239
3097,2020-07-01,AP,TOTAL,435
3125,2020-07-02,AP,TOTAL,226
3153,2020-07-03,AP,TOTAL,421
3181,2020-07-04,AP,TOTAL,235
3209,2020-07-05,AP,TOTAL,74
3237,2020-07-06,AP,TOTAL,121
3265,2020-07-07,AP,TOTAL,290
3293,2020-07-08,AP,TOTAL,230
3321,2020-07-09,AP,TOTAL,239
3349,2020-07-10,AP,TOTAL,317
3377,2020-07-11,AP,TOTAL,199
3405,2020-07-12,AP,TOTAL,85
3433,2020-07-13,AP,TOTAL,188
3461,2020-07-14,AP,TOTAL,333
3489,2020-07-15,AP,TOTAL,523
3517,2020-07-16,AP,TOTAL,596
3545,2020-07-17,AP,TOTAL,432
3573,2020-07-18,AP,TOTAL,149
3601,2020-07-19,AP,TOTAL,120
3629,2020-07-20,AP,TOTAL,440
220,2020-03-20,MA,TOTAL,1
247,2020-03-21,MA,TOTAL,1
275,2020-03-22,MA,TOTAL,0
303,2020-03-23,MA,TOTAL,6
331,2020-03-24,MA,TOTAL,0
359,2020-03-25,MA,TOTAL,0
387,2020-03-26,MA,TOTAL,2
415,2020-03-27,MA,TOTAL,3
443,2020-03-28,MA,TOTAL,2
471,2020-03-29,MA,TOTAL,6
499,2020-03-30,MA,TOTAL,9
527,2020-03-31,MA,TOTAL,21
555,2020-04-01,MA,TOTAL,19
583,2020-04-02,MA,TOTAL,10
611,2020-04-03,MA,TOTAL,7
639,2020-04-04,MA,TOTAL,8
667,2020-04-05,MA,TOTAL,37
695,2020-04-06,MA,TOTAL,39
723,2020-04-07,MA,TOTAL,58
751,2020-04-08,MA,TOTAL,43
779,2020-04-09,MA,TOTAL,21
807,2020-04-10,MA,TOTAL,51
835,2020-04-11,MA,TOTAL,54
863,2020-04-12,MA,TOTAL,47
891,2020-04-13,MA,TOTAL,33
919,2020-04-14,MA,TOTAL,152
947,2020-04-15,MA,TOTAL,65
975,2020-04-16,MA,TOTAL,102
1003,2020-04-17,MA,TOTAL,243
1031,2020-04-18,MA,TOTAL,165
1059,2020-04-19,MA,TOTAL,115
1087,2020-04-20,MA,TOTAL,90
1115,2020-04-21,MA,TOTAL,194
1143,2020-04-22,MA,TOTAL,153
1171,2020-04-23,MA,TOTAL,194
1199,2020-04-24,MA,TOTAL,154
1227,2020-04-25,MA,TOTAL,118
1255,2020-04-26,MA,TOTAL,187
1283,2020-04-27,MA,TOTAL,118
1311,2020-04-28,MA,TOTAL,276
1339,2020-04-29,MA,TOTAL,386
1367,2020-04-30,MA,TOTAL,316
1395,2020-05-01,MA,TOTAL,299
1423,2020-05-02,MA,TOTAL,235
1451,2020-05-03,MA,TOTAL,187
1479,2020-05-04,MA,TOTAL,303
1507,2020-05-05,MA,TOTAL,498
1535,2020-05-06,MA,TOTAL,361
1563,2020-05-07,MA,TOTAL,520
1591,2020-05-08,MA,TOTAL,856
1619,2020-05-09,MA,TOTAL,834
1647,2020-05-10,MA,TOTAL,545
1675,2020-05-11,MA,TOTAL,382
1703,2020-05-12,MA,TOTAL,586
1731,2020-05-13,MA,TOTAL,689
1759,2020-05-14,MA,TOTAL,938
1787,2020-05-15,MA,TOTAL,853
1815,2020-05-16,MA,TOTAL,900
1843,2020-05-17,MA,TOTAL,746
1871,2020-05-18,MA,TOTAL,960
1899,2020-05-19,MA,TOTAL,916
1927,2020-05-20,MA,TOTAL,944
1955,2020-05-21,MA,TOTAL,1154
1983,2020-05-22,MA,TOTAL,1555
2011,2020-05-23,MA,TOTAL,2424
2039,2020-05-24,MA,TOTAL,1595
2067,2020-05-25,MA,TOTAL,1492
2095,2020-05-26,MA,TOTAL,1867
2123,2020-05-27,MA,TOTAL,1834
2151,2020-05-28,MA,TOTAL,2503
2179,2020-05-29,MA,TOTAL,2138
2207,2020-05-30,MA,TOTAL,2019
2235,2020-05-31,MA,TOTAL,658
2263,2020-06-01,MA,TOTAL,1328
2291,2020-06-02,MA,TOTAL,1549
2319,2020-06-03,MA,TOTAL,2455
2347,2020-06-04,MA,TOTAL,2684
2375,2020-06-05,MA,TOTAL,2157
2403,2020-06-06,MA,TOTAL,2123
2431,2020-06-07,MA,TOTAL,944
2459,2020-06-08,MA,TOTAL,834
2487,2020-06-09,MA,TOTAL,2698
2515,2020-06-10,MA,TOTAL,1439
2543,2020-06-11,MA,TOTAL,2172
2571,2020-06-12,MA,TOTAL,1925
2599,2020-06-13,MA,TOTAL,1254
2627,2020-06-14,MA,TOTAL,991
2655,2020-06-15,MA,TOTAL,742
2683,2020-06-16,MA,TOTAL,2119
2711,2020-06-17,MA,TOTAL,2024
2739,2020-06-18,MA,TOTAL,1356
2767,2020-06-19,MA,TOTAL,2409
2795,2020-06-20,MA,TOTAL,1173
2823,2020-06-21,MA,TOTAL,386
2851,2020-06-22,MA,TOTAL,630
2879,2020-06-23,MA,TOTAL,1332
2907,2020-06-24,MA,TOTAL,1293
2935,2020-06-25,MA,TOTAL,1611
2963,2020-06-26,MA,TOTAL,1773
2991,2020-06-27,MA,TOTAL,1417
3019,2020-06-28,MA,TOTAL,397
3047,2020-06-29,MA,TOTAL,457
3075,2020-06-30,MA,TOTAL,1482
3103,2020-07-01,MA,TOTAL,2805
3131,2020-07-02,MA,TOTAL,2769
3159,2020-07-03,MA,TOTAL,2189
3187,2020-07-04,MA,TOTAL,843
3215,2020-07-05,MA,TOTAL,657
3243,2020-07-06,MA,TOTAL,537
3271,2020-07-07,MA,TOTAL,1837
3299,2020-07-08,MA,TOTAL,851
3327,2020-07-09,MA,TOTAL,2384
3355,2020-07-10,MA,TOTAL,1395
3383,2020-07-11,MA,TOTAL,1680
3411,2020-07-12,MA,TOTAL,554
3439,2020-07-13,MA,TOTAL,878
3467,2020-07-14,MA,TOTAL,1637
3495,2020-07-15,MA,TOTAL,1002
3523,2020-07-16,MA,TOTAL,1657
3551,2020-07-17,MA,TOTAL,1057
3579,2020-07-18,MA,TOTAL,909
3607,2020-07-19,MA,TOTAL,233
3635,2020-07-20,MA,TOTAL,581
223,2020-03-20,MT,TOTAL,1
250,2020-03-21,MT,TOTAL,1
278,2020-03-22,MT,TOTAL,0
306,2020-03-23,MT,TOTAL,4
334,2020-03-24,MT,TOTAL,1
362,2020-03-25,MT,TOTAL,2
390,2020-03-26,MT,TOTAL,2
418,2020-03-27,MT,TOTAL,0
446,2020-03-28,MT,TOTAL,2
474,2020-03-29,MT,TOTAL,3
502,2020-03-30,MT,TOTAL,2
530,2020-03-31,MT,TOTAL,7
558,2020-04-01,MT,TOTAL,3
586,2020-04-02,MT,TOTAL,13
614,2020-04-03,MT,TOTAL,3
642,2020-04-04,MT,TOTAL,16
670,2020-04-05,MT,TOTAL,0
698,2020-04-06,MT,TOTAL,16
726,2020-04-07,MT,TOTAL,2
754,2020-04-08,MT,TOTAL,12
782,2020-04-09,MT,TOTAL,18
810,2020-04-10,MT,TOTAL,4
838,2020-04-11,MT,TOTAL,9
866,2020-04-12,MT,TOTAL,2
894,2020-04-13,MT,TOTAL,11
922,2020-04-14,MT,TOTAL,4
950,2020-04-15,MT,TOTAL,13
978,2020-04-16,MT,TOTAL,5
1006,2020-04-17,MT,TOTAL,6
1034,2020-04-18,MT,TOTAL,9
1062,2020-04-19,MT,TOTAL,3
1090,2020-04-20,MT,TOTAL,7
1118,2020-04-21,MT,TOTAL,0
1146,2020-04-22,MT,TOTAL,24
1174,2020-04-23,MT,TOTAL,16
1202,2020-04-24,MT,TOTAL,20
1230,2020-04-25,MT,TOTAL,6
1258,2020-04-26,MT,TOTAL,3
1286,2020-04-27,MT,TOTAL,7
1314,2020-04-28,MT,TOTAL,6
1342,2020-04-29,MT,TOTAL,29
1370,2020-04-30,MT,TOTAL,10
1398,2020-05-01,MT,TOTAL,18
1426,2020-05-02,MT,TOTAL,13
1454,2020-05-03,MT,TOTAL,4
1482,2020-05-04,MT,TOTAL,7
1510,2020-05-05,MT,TOTAL,22
1538,2020-05-06,MT,TOTAL,19
1566,2020-05-07,MT,TOTAL,34
1594,2020-05-08,MT,TOTAL,45
1622,2020-05-09,MT,TOTAL,38
1650,2020-05-10,MT,TOTAL,17
1678,2020-05-11,MT,TOTAL,26
1706,2020-05-12,MT,TOTAL,59
1734,2020-05-13,MT,TOTAL,69
1762,2020-05-14,MT,TOTAL,61
1790,2020-05-15,MT,TOTAL,58
1818,2020-05-16,MT,TOTAL,65
1846,2020-05-17,MT,TOTAL,44
1874,2020-05-18,MT,TOTAL,40
1902,2020-05-19,MT,TOTAL,64
1930,2020-05-20,MT,TOTAL,85
1958,2020-05-21,MT,TOTAL,97
1986,2020-05-22,MT,TOTAL,84
2014,2020-05-23,MT,TOTAL,92
2042,2020-05-24,MT,TOTAL,101
2070,2020-05-25,MT,TOTAL,130
2098,2020-05-26,MT,TOTAL,150
2126,2020-05-27,MT,TOTAL,165
2154,2020-05-28,MT,TOTAL,176
2182,2020-05-29,MT,TOTAL,177
2210,2020-05-30,MT,TOTAL,151
2238,2020-05-31,MT,TOTAL,72
2266,2020-06-01,MT,TOTAL,151
2294,2020-06-02,MT,TOTAL,181
2322,2020-06-03,MT,TOTAL,212
2350,2020-06-04,MT,TOTAL,359
2378,2020-06-05,MT,TOTAL,205
2406,2020-06-06,MT,TOTAL,195
